,,Ext Raw,Ext Env,Flex Raw,Flex Env,,,,,,,,,,
,,3.08,1.2,5.4,3.54,,3.08,1.2,5.4,3.54,,,,,
,,2.9,1.24,5.49,3.52,,2.9,1.24,5.49,3.52,,,,,
,,2.61,1.09,5.49,3.46,,2.61,1.09,5.49,3.46,,,,,
,,1.92,1.09,5.45,3.43,,1.92,1.09,5.45,3.43,,,,,
,,2.33,0.96,5.45,3.39,,2.33,0.96,5.45,3.39,,,,,
,,2.49,0.9,5.45,3.36,,2.49,0.9,5.45,3.36,,,,,
,,2.42,0.86,5.47,3.32,,2.42,0.86,5.47,3.32,,,,,
,,2.46,0.78,5.46,3.31,,2.46,0.78,5.46,3.31,,,,,
,,2.46,0.75,5.48,3.29,,2.46,0.75,5.48,3.29,,,,,
,,2.45,0.68,5.47,3.29,,2.45,0.68,5.47,3.29,,,,,
,,2.54,0.7,5.43,3.29,,2.54,0.7,5.43,3.29,,,,,
,,2.49,0.7,5.32,3.34,,2.49,0.7,5.32,3.34,,,,,
,,2.48,0.67,5.5,3.35,,2.48,0.67,5.5,3.35,,,,,
,,2.55,0.63,5.49,3.37,,2.55,0.63,5.49,3.37,,,,,
,,2.48,0.61,5.46,3.41,,2.48,0.61,5.46,3.41,,,,,
,,2.68,0.62,5.5,3.44,,2.68,0.62,5.5,3.44,,,,,
,,2.58,0.57,5.47,3.43,,2.58,0.57,5.47,3.43,,,,,
,,2.39,0.5,5.5,3.42,,2.39,0.5,5.5,3.42,,,,,
,,2.43,0.47,5.46,3.39,,2.43,0.47,5.46,3.39,,,,,
,,2.64,0.43,5.47,3.39,,2.64,0.43,5.47,3.39,,,,,
,,2.45,0.44,5.41,3.37,,2.45,0.44,5.41,3.37,,,,,
,,2.51,0.56,5.47,3.36,,2.51,0.56,5.47,3.36,,,,,
,,2.64,0.55,5.55,3.33,,2.64,0.55,5.55,3.33,,,,,
,,2.54,0.5,5.43,3.34,,2.54,0.5,5.43,3.34,,,,,
,,2.52,0.47,5.51,3.35,,2.52,0.47,5.51,3.35,,,,,
,,2.47,0.5,5.46,3.33,,2.47,0.5,5.46,3.33,,,,,
,,2.47,0.5,5.45,3.32,,2.47,0.5,5.45,3.32,,,,,
,,2.56,0.51,5.39,3.32,,2.56,0.51,5.39,3.32,,,,,
,,2.48,0.52,5.42,3.32,,2.48,0.52,5.42,3.32,,,,,
,,2.47,0.56,5.46,3.31,,2.47,0.56,5.46,3.31,,,,,
,,2.47,0.57,5.52,3.3,,2.47,0.57,5.52,3.3,,,,,
,,2.49,0.59,5.47,3.29,,2.49,0.59,5.47,3.29,,,,,
,,2.41,0.62,5.44,3.27,,2.41,0.62,5.44,3.27,,,,,
,,2.5,0.59,5.48,3.27,,2.5,0.59,5.48,3.27,,,,,
,,2.67,0.58,5.45,3.28,,2.67,0.58,5.45,3.28,,,,,
,,2.58,0.6,5.45,3.28,,2.58,0.6,5.45,3.28,,,,,
,,2.49,0.61,5.44,3.26,,2.49,0.61,5.44,3.26,,,,,
,,2.47,0.62,5.46,3.26,,2.47,0.62,5.46,3.26,,,,,
,,2.58,0.59,5.42,3.25,,2.58,0.59,5.42,3.25,,,,,
,,2.44,0.62,5.43,3.24,,2.44,0.62,5.43,3.24,,,,,
,,2.53,0.6,5.46,3.23,,2.53,0.6,5.46,3.23,,,,,
,,2.44,0.61,5.45,3.22,,2.44,0.61,5.45,3.22,,,,,
,,2.34,0.63,5.46,3.21,,2.34,0.63,5.46,3.21,,,,,
